Time Hs Tp Dir
"01-May-2015 00:00:00" 1.03368759155273 6.35525703430176 331.28173828125
"01-May-2015 01:00:00" 1.0042781829834 6.27338600158691 331.36083984375
"01-May-2015 02:00:00" 0.973688721656799 6.22009563446045 331.35595703125
"01-May-2015 03:00:00" 0.942373216152191 6.18550109863281 331.278564453125
"01-May-2015 04:00:00" 0.912359416484833 6.15800476074219 331.172119140625
"01-May-2015 05:00:00" 0.884465634822845 6.12931632995605 331.008544921875
"01-May-2015 06:00:00" 0.858501672744751 6.09201812744141 330.866943359375
"01-May-2015 07:00:00" 0.834233701229095 6.05162143707275 330.776123046875
"01-May-2015 08:00:00" 0.811683654785156 6.00593090057373 330.753662109375
"01-May-2015 09:00:00" 0.791113376617432 5.95107173919678 330.812744140625
"01-May-2015 10:00:00" 0.770913124084473 5.90037727355957 331.061767578125
"01-May-2015 11:00:00" 0.754103422164917 5.82562923431396 331.296630859375
"01-May-2015 12:00:00" 0.736983478069305 5.75919055938721 331.652099609375
"01-May-2015 13:00:00" 0.720978260040283 5.68929767608643 332.27490234375
"01-May-2015 14:00:00" 0.704543769359589 5.62894248962402 332.909423828125
"01-May-2015 15:00:00" 0.687487959861755 5.58595943450928 333.329833984375
"01-May-2015 16:00:00" 0.671766579151154 5.53600406646729 333.76318359375
"01-May-2015 17:00:00" 0.658050000667572 5.46890354156494 334.38525390625
"01-May-2015 18:00:00" 0.647408485412598 5.37669563293457 335.27685546875
"01-May-2015 19:00:00" 0.639635145664215 5.26632690429688 336.408935546875
"01-May-2015 20:00:00" 0.63490754365921 5.14069366455078 337.9189453125
"01-May-2015 21:00:00" 0.63615345954895 4.98746204376221 339.9912109375
"01-May-2015 22:00:00" 0.638884603977203 4.84911155700684 342.5283203125
"01-May-2015 23:00:00" 0.643847584724426 4.70773792266846 345.19873046875
"02-May-2015 00:00:00" 0.64788556098938 4.57631301879883 348.46240234375
"02-May-2015 01:00:00" 0.626808226108551 4.36048412322998 352.191650390625
"02-May-2015 02:00:00" 0.64217734336853 4.22362804412842 357.3798828125
"02-May-2015 03:00:00" 0.664045751094818 4.09627437591553 3.10458660125732
"02-May-2015 04:00:00" 0.694929301738739 3.99350357055664 9.24559783935547
"02-May-2015 05:00:00" 0.708955407142639 3.92839813232422 14.4776430130005
"02-May-2015 06:00:00" 0.726940631866455 3.92646884918213 19.0841827392578
"02-May-2015 07:00:00" 0.739501416683197 3.95349884033203 22.6338043212891
"02-May-2015 08:00:00" 0.745476067066193 3.99687480926514 25.0019836425781
"02-May-2015 09:00:00" 0.745244681835175 4.04084396362305 26.6868743896484
"02-May-2015 10:00:00" 0.742277324199677 4.06333923339844 29.2136535644531
"02-May-2015 11:00:00" 0.745734930038452 4.04576873779297 32.2892456054688
"02-May-2015 12:00:00" 0.737078428268433 4.05162620544434 34.2856597900391
"02-May-2015 13:00:00" 0.718463003635406 4.07148551940918 35.1230163574219
"02-May-2015 14:00:00" 0.704829037189484 4.06075668334961 36.0423889160156
"02-May-2015 15:00:00" 0.698724389076233 4.0206241607666 36.8630523681641
"02-May-2015 16:00:00" 0.700251579284668 3.96399593353271 37.5304412841797
"02-May-2015 17:00:00" 0.711177587509155 3.90012264251709 37.9481201171875
"02-May-2015 18:00:00" 0.729333698749542 3.84226131439209 38.1368103027344
"02-May-2015 19:00:00" 0.75630658864975 3.79842090606689 38.2221069335938
"02-May-2015 20:00:00" 0.792134046554565 3.7770881652832 38.3007507324219
"02-May-2015 21:00:00" 0.836539924144745 3.77942943572998 38.3406982421875
"02-May-2015 22:00:00" 0.833149373531342 3.80791282653809 38.3426513671875
"02-May-2015 23:00:00" 0.831872165203094 3.81467628479004 38.7698974609375
"03-May-2015 00:00:00" 0.833049654960632 3.80891895294189 39.8058776855469
"03-May-2015 01:00:00" 0.836299777030945 3.80007934570312 41.2796478271484
"03-May-2015 02:00:00" 0.841141641139984 3.79579734802246 42.8659515380859
"03-May-2015 03:00:00" 0.846686959266663 3.79959487915039 44.6374969482422
"03-May-2015 04:00:00" 0.845215499401093 3.81161880493164 46.4655303955078
"03-May-2015 05:00:00" 0.837250113487244 3.8241720199585 48.3959350585938
"03-May-2015 06:00:00" 0.818697273731232 3.8367805480957 49.9837493896484
"03-May-2015 07:00:00" 0.792677283287048 3.84536552429199 51.3301544189453
"03-May-2015 08:00:00" 0.763066589832306 3.85118579864502 52.1617431640625
"03-May-2015 09:00:00" 0.731864392757416 3.85679054260254 52.4337158203125
"03-May-2015 10:00:00" 0.689926445484161 3.88770580291748 51.2810516357422
"03-May-2015 11:00:00" 0.6594398021698 3.88983917236328 50.6386108398438
"03-May-2015 12:00:00" 0.643932223320007 3.89328479766846 50.4976654052734
"03-May-2015 13:00:00" 0.625466346740723 3.87661361694336 50.5698547363281
"03-May-2015 14:00:00" 0.615062177181244 3.82800006866455 52.1459503173828
"03-May-2015 15:00:00" 0.604879260063171 3.78431606292725 53.0932464599609
"03-May-2015 16:00:00" 0.594786286354065 3.7572660446167 53.1911773681641
"03-May-2015 17:00:00" 0.620081543922424 3.80298805236816 52.6441802978516
"03-May-2015 18:00:00" 0.624981343746185 3.75549507141113 50.9548950195312
"03-May-2015 19:00:00" 0.649570107460022 3.67461204528809 48.5965881347656
"03-May-2015 20:00:00" 0.696337342262268 3.61686611175537 45.9261627197266
"03-May-2015 21:00:00" 0.764898359775543 3.61497211456299 44.0103607177734
"03-May-2015 22:00:00" 0.821893990039825 3.66678714752197 41.4799346923828
"03-May-2015 23:00:00" 0.899914443492889 3.73793888092041 40.9510345458984
